,Accuracy,Image,Set,Experiment
0,0.7050847457627119,160,val,6
1,0.7094594594594594,161,val,6
2,0.6766666666666666,162,val,6
3,0.59,163,val,6
4,0.7043189368770764,164,val,6
5,0.6204620462046204,165,val,6
6,0.609271523178808,166,val,6
7,0.5728476821192053,167,val,6
8,0.5629139072847682,168,val,6
9,0.6291390728476821,169,val,6
10,0.5827814569536424,170,val,6
11,0.6435643564356436,171,val,6
12,0.6567656765676567,172,val,6
13,0.6633663366336634,173,val,6
14,0.6765676567656765,174,val,6
15,0.5742574257425742,175,val,6
16,0.7029702970297029,176,val,6
17,0.6666666666666666,177,val,6
18,0.6600660066006601,178,val,6
19,0.7260726072607261,179,val,6
20,0.5181518151815182,180,val,6
21,0.47854785478547857,181,val,6
22,0.4684385382059801,182,val,6
23,0.5033112582781457,183,val,6
24,0.5099337748344371,184,val,6
25,0.4470198675496689,185,val,6
26,0.506578947368421,186,val,6
27,0.46885245901639344,187,val,6
28,0.4234527687296417,188,val,6
29,0.44299674267100975,189,val,6
30,0.4886731391585761,190,val,6
31,0.45483870967741935,191,val,6
32,0.46774193548387094,192,val,6
33,0.4790996784565916,193,val,6
34,0.42765273311897106,194,val,6
35,0.42765273311897106,195,val,6
36,0.4919093851132686,196,val,6
37,0.5290322580645161,197,val,6
38,0.5064516129032258,198,val,6
39,0.4806451612903226,199,val,6
40,0.5272108843537415,200,test,6
41,0.48639455782312924,201,test,6
42,0.42857142857142855,202,test,6
43,0.4931972789115646,203,test,6
44,0.5136054421768708,204,test,6
45,0.5221843003412969,205,test,6
46,0.4709897610921502,206,test,6
47,0.4641638225255973,207,test,6
48,0.5290102389078498,208,test,6
49,0.552901023890785,209,test,6
50,0.4948805460750853,210,test,6
51,0.5085324232081911,211,test,6
52,0.5290102389078498,212,test,6
53,0.515358361774744,213,test,6
54,0.4812286689419795,214,test,6
55,0.47440273037542663,215,test,6
56,0.5051194539249146,216,test,6
57,0.5221843003412969,217,test,6
58,0.49146757679180886,218,test,6
59,0.5392491467576792,219,test,6
60,0.358974358974359,220,test,6
61,0.32051282051282054,221,test,6
62,0.3108974358974359,222,test,6
63,0.28662420382165604,223,test,6
64,0.27070063694267515,224,test,6
65,0.3375796178343949,225,test,6
66,0.2802547770700637,226,test,6
67,0.24522292993630573,227,test,6
68,0.2898089171974522,228,test,6
69,0.28662420382165604,229,test,6
70,0.24203821656050956,230,test,6
71,0.29936305732484075,231,test,6
72,0.23248407643312102,232,test,6
73,0.2898089171974522,233,test,6
74,0.24203821656050956,234,test,6
75,0.28343949044585987,235,test,6
76,0.3343949044585987,236,test,6
77,0.24203821656050956,237,test,6
78,0.21656050955414013,238,test,6
79,0.23248407643312102,239,test,6
